Unnamed: 0,pre_proc,redux_func,n_components,dist,t,P1pp,P1_True,P1_len,P2pp,P2_True,P2_len,P3pp,P3_True,P3_len
157.0,Nothing,_NMF,30,BrayCurtis,1209.012800693512,0.007194244604316547,4,556,0.2469135802469136,140,567,0.2556390977443609,68,266
158.0,Nothing,_NMF,35,BrayCurtis,1238.2449200153349,0.007194244604316547,4,556,0.3033509700176367,172,567,0.2819548872180451,75,266
159.0,Nothing,_NMF,40,BrayCurtis,1267.6409833431246,0.007194244604316547,4,556,0.2469135802469136,140,567,0.2706766917293233,72,266
160.0,Nothing,_NMF,45,BrayCurtis,1306.5872678756716,0.008992805755395683,5,556,0.2433862433862433,138,567,0.2330827067669173,62,266
161.0,Nothing,_NMF,50,BrayCurtis,1338.112875699997,0.0035971223021582736,2,556,0.2804232804232804,159,567,0.2669172932330827,71,266
162.0,Nothing,_NMF,55,BrayCurtis,1367.9722194671629,0.0035971223021582736,2,556,0.2645502645502645,150,567,0.2481203007518797,66,266
163.0,Nothing,_NMF,60,BrayCurtis,1389.8726465702055,0.0017985611510791368,1,556,0.25044091710758376,142,567,0.2406015037593985,64,266
164.0,Nothing,_NMF,65,BrayCurtis,1413.115712404251,0.00539568345323741,3,556,0.26807760141093473,152,567,0.2706766917293233,72,266
165.0,Nothing,_NMF,70,BrayCurtis,1451.374187707901,0.00539568345323741,3,556,0.2786596119929453,158,567,0.2631578947368421,70,266
166.0,Nothing,_NMF,80,BrayCurtis,1515.7761342525482,0.00539568345323741,3,556,0.2821869488536155,160,567,0.2706766917293233,72,266
167.0,Nothing,_NMF,100,BrayCurtis,1650.3100228309631,0.007194244604316547,4,556,0.2716049382716049,154,567,0.2481203007518797,66,266
168.0,Nothing,_NMF,120,BrayCurtis,1761.8276064395905,0.007194244604316547,4,556,0.2522045855379189,143,567,0.2593984962406015,69,266
169.0,Nothing,_NMF,150,BrayCurtis,1952.1278185844421,0.00539568345323741,3,556,0.2028218694885361,115,567,0.2293233082706767,61,266
170.0,escalaropt_missings,_NMF,35,BrayCurtis,1240.70228266716,0.007194244604316547,4,556,0.3033509700176367,172,567,0.2819548872180451,75,266
171.0,escalaropt_missings,_NMF,40,BrayCurtis,1267.145859956741,0.007194244604316547,4,556,0.2469135802469136,140,567,0.2706766917293233,72,266
172.0,escalaropt_missings,_NMF,45,BrayCurtis,1304.0308945178986,0.008992805755395683,5,556,0.2433862433862433,138,567,0.2330827067669173,62,266
173.0,escalaropt_missings,_NMF,55,BrayCurtis,1369.9374339580534,0.0017985611510791368,1,556,0.26631393298059963,151,567,0.2744360902255639,73,266
174.0,escalaropt_missings,_NMF,60,BrayCurtis,1394.2909593582153,0.007194244604316547,4,556,0.25044091710758376,142,567,0.2631578947368421,70,266
175.0,escalaropt_missings,_NMF,65,BrayCurtis,1422.8124713897705,0.00539568345323741,3,556,0.2698412698412698,153,567,0.2744360902255639,73,266
176.0,escalaropt_missings,_NMF,70,BrayCurtis,1456.164481163025,0.0,0,556,0.26807760141093473,152,567,0.2781954887218045,74,266
177.0,escalaropt_std,_NMF,10,BrayCurtis,1056.021987915039,0.00539568345323741,3,556,0.16225749559082892,92,567,0.2255639097744361,60,266
178.0,escalaropt_std,_NMF,20,BrayCurtis,1135.502376794815,0.008992805755395683,5,556,0.20987654320987653,119,567,0.2255639097744361,60,266
179.0,escalaropt_std,_NMF,30,BrayCurtis,1206.0156662464142,0.007194244604316547,4,556,0.2469135802469136,140,567,0.2556390977443609,68,266
180.0,escalaropt_std,_NMF,35,BrayCurtis,1236.30743932724,0.007194244604316547,4,556,0.3033509700176367,172,567,0.2819548872180451,75,266
